Track Name,Artist,Album,Tempo,Duration,Video ID
Devathaiya Kandein (Piano Version),Britto Jude,,,2:01,CFO0gVbOhNw
Kaathalae Kaathalae,Chinmayi Sripada,,,3:14,Qv8gAnGuixY
Yuktha Mookhi,CredoDram,,,5:37,clvUckgQFkw
Koodamela Koodavechi,"D. Imman, V.V. Prassanna, Vandana Srinivasan, and Yugabharathi",Rummy (Original Motion Picture Soundtrack),,5:01,jt3yQ4Sxjk0
Senthooran (Reprise),D. Imman;Inno Genga,Bogan (Original Motion Picture Soundtrack),,3:48,vcRA9CEmrIo
Yembuttu Irukkuthu Aasai,D. Imman;Sean Roldan;Kalyani Nair;Yugabharathi,Saravanan Irukka Bayamaen (Original Motion Picture Soundtrack),118.007,4:30,41LOLZrjmqM
Thoovaanam,D. Imman;Vishal Dadlani;Sunitha Sarathy;Thamarai,Romeo Juliet (Original Motion Picture Soundtrack),159.94,4:25,SYOELTR8VYI
Karupputhan Enakku Pidicha,Deva,,,5:50,4VY7F85AtfI
"Pulveli Pulveli (From ""Aasai"")",Deva,,,6:27,t4KZWfqYmok
Thein Mozhi Radhai,Deva,,,5:34,kKwAIhwq73M
Kattipudi Kattipudida,Deva;Vairamuthu;Vasundhara Das;Shankar Mahadevan;Ganga;Sriram,Kushi (Original Motion Picture Soundtrack),163.956,5:45,X3vUldIxnQ8
I Like You,Deva;Vasundhara Das,Citizen (Original Motion Picture Soundtrack),81.966,6:51,prgSwewYbQQ
Are You Crazy,Devi Sri Prasad,Villu,112.017,0:46,mGtCyWf_qqg
Kannmoodi thirakkum,Devi Sri Prasad,Sachien,94.958,5:39,DPo2wWKWU5k
Angel Vandhaaley,Devi Sri Prasad;K. S. Chithra;Palani Bharathi,Badhri (Original Motion Picture Soundtrack),95.035,4:46,yeLZTLsBI40
Daddy Mummy,Devi Sri Prasad;M.M.Manasi;Kumaar,Bhaag Johnny,132.009,4:25,6VLcJC1uHD4
Yenti Yenti,Devi Sri Prasad;Sagar;Srinidhi Sriprakash,Puli (Telugu) [Original Motion Picture Soundtrack],142.431,4:14,PO_pU2m9G1Q
Yaaro En Nenjai,Devi Sri Prasad;Sagar;Sumangaly;Thamarai,Kutty (Original Motion Picture Soundtrack),97.979,5:08,wHn2njfQCuA
Enga Yeriya,Dhanush,,,5:20,XendNtBdFGA
Oh Oh (The First Love of Tamizh),Dhanush,,,4:37,vlJR7c4eQ6Y
"Megham Karukatha (From ""Thiruchitrambalam"")",Dhanush;Anirudh Ravichander,"Megham Karukatha (From ""Thiruchitrambalam"")",149.966,4:50,rTDUuEwvBG8
Theme of Podaa Podi,Dharan Kumar;Flute Navin;Amalraj,Podaa Podi (Original Motion Picture Soundtrack),90.043,3:38,yiXjE0NxyoI
Un Paarvaiyilae,Dharan Kumar;Sindhu;M.M.Monissha;Pradeep,Podaa Podi (Original Motion Picture Soundtrack),149.946,2:17,xAzuzp3hMps
Asku Maaro,Dharan Kumar;Sivaangi Krishnakumar,Asku Maaro,105.95,4:01,UaDMq5Wcd8A
Rathina Katti,Dhee,,96.099,3:49,jiZF0pvS404
Nee Kavithaigala,Dhibu Ninan Thomas;Pradeep Kumar,Maragatha Naanayam (Original Motion Picture Soundtrack),129.968,4:36,iYmh2jIR0Ms
Maanguyilae Mattle,DjShubh,Maanguyilae Mattle,,3:13,n7Og4d0LMOI
Oru Naal Pothuma,Dr M. Balamuralikrishna,,,5:45,gnYELsuigqM
Hello Miss,G V Prakash;Anushka Manchanda,July Kaatril,,4:31,hHx0_bCdU08
Anbe Anbe,G.V. Prakash Kumar,,,6:17,lvLR3RFIO-g
Kanaa Kaangiren,G.V. Prakash Kumar,,,5:46,hBr0FPjiNA4
Kangal Neeye,G.V. Prakash Kumar,,,5:41,Sj20XjM3kfM
Rain Dance: A Tin Theme,G.V. Prakash Kumar,,,3:09,a0SL3U2C1sg
Thalaivaa Thalaivaa,G.V. Prakash Kumar,,,5:39,CLGVbyPIWag
The Ecstacy of Dance,G.V. Prakash Kumar,,,2:12,3b6mJIE8e-w
Thediyae Thediyae,G.V. Prakash Kumar,,,5:32,pydfI5FfuKU
Un Vizhigalil,G.V. Prakash Kumar,,,5:05,xcVBeyBKdUM
Urugudhe Maragudhe,G.V. Prakash Kumar,,,5:57,Lefa3v-Tkjk
Vaanganna Vanakkanganna,G.V. Prakash Kumar,,,5:34,9hotns0Pgt0
Vizhigalil Oru Vaanavil,G.V. Prakash Kumar,,,6:03,-z3_uhdqybI
Yaar Indha Saalai Oram,G.V. Prakash Kumar,,,5:16,Yt4xOLzQgrE
"Yaar Indha Saalai Oram (From ""Thalaivaa"")",G.V. Prakash Kumar,,,5:16,hhTj5rtfS7c
Yathe Yathe,G.V. Prakash Kumar & Snehan,Aadukalam (Original Motion Picture Soundtrack),,5:45,R9aHcmKEY8s
Ayyayo,"G.V. Prakash Kumar, S.P. Balasubrahmanyam, S.P. Charan, Prashanthini, and Snehan",Aadukalam (Original Motion Picture Soundtrack),150.993,5:25,38LGyJ1DvzA
Pookkal Pookkum,G.V. Prakash Kumar;Roop Kumar Rathod;Harini;Andrea Jeremiah,Madharasapattinam (Original Motion Picture Soundtrack),,6:37,9Wg2rk5AVqQ
Kutti Pisase,G.V. Prakash Kumar;STR;Suchitra;Vaali,Kaalai (Original Motion Picture Soundtrack),,5:38,DYa278MkQw0
"Dhinakkudha (From ""Pizza"")",Gana Bala,,,3:04,Pyw7XbAxI3s
Irandhidava,Gana Bala,,,4:58,sZ2PIrgpK2g
Neela Vaanam Odaiyil,Gangai Amaran,,,4:36,glnhCgL2s8A
"Railin Oligal (From ""Blue Star"")",Govind Vasantha,,,2:38,eezuPZKKQw8
Theme Of Sms,HC,,,1:36,t4fvVw2sDmY
Arabu Naadu,Haricharan Seshadri,,,5:23,CM2v2_nrqtA
Poga Poga,Haricharan Seshadri,,,4:43,IQfL6Su9RSg
Thuli Thuli,Haricharan;Tanvi Shah,Paiya (Deluxe Edition) (Original Motion Picture Soundtrack),,4:44,hRBuP5G3FNM
Chinna Chinnathai,Hariharan,,,5:22,LR9FcdNj94A
Ennai Thalatta Varuvala,Hariharan,,,5:05,INICVDmDN8c
Irupathu Kodi (Language: Tamil; Film: Thullatha Manamum Thullum; Film Artist 1: Vijay; Film Artist 2: Simran),Hariharan,Thullatha Manamum Thullum & Nee Varuvai Ena,,5:05,7CsfHnPw1Xg
Nila Kaaigiradhu,Hariharan,,,4:14,LfKq8NIYp0c
Nilavupattu,Hariharan,,,6:02,C6NPjFS-gBg
Pala Pala,Hariharan,Ayan,129.987,5:25,MIr1BGfFx2w
Poi Sonnal,Hariharan,,,4:52,3HpRz7fCFLg
Sollamal Thottu Chellum Thendral,Hariharan,,,5:24,AYUmOcLAQcc
Thavamendri,Hariharan,,,4:38,AadtSFr9Aks
Anbae Anbae,Hariharan & Anuradha,Jeans (Original Motion Picture Soundtrack),122.423,1:01,CWj7jT3nR5E
Kaadu,"Hariharan, Bharadwaj, Sadhana Sargam, and Vairamuthu",Vasool Raja MBBS (Original Motion Picture Soundtrack),,5:34,Idyw5tWZScc
Oru Ponnu Onnu,Hariharan;Anuradha Sriram;Vairamuthu,Kushi (Original Motion Picture Soundtrack),93.982,5:36,I_k6H2kEuio
Thaaliyae Thevaiyillai,Hariharan;Bhavatharini;Hari,Thaamirabharani (Original Motion Picture Soundtrack),99.989,4:47,p7VtujhpB_Q
Pachai Nirame,Hariharan;Clinton,Alaipayuthey (Original Motion Picture Soundtrack),87.972,5:58,ySu11Bo0PAs
Uyire Uyire,Hariharan;K. S. Chithra,Bombay,100.172,7:14,f57W1HuHWPk
Ragasiya Kanavugal,Hariharan;Madhushree,Bheema (Original Motion Picture Soundtrack),132.936,5:59,03RELkOCVbU
En Jeevan,Hariharan;Saindhavi;Vaikom Vijayalakshmi,Theri,,5:23,MJ7P9x4w2CM
Moongil kaadugalae,Hariharan;Tippu,Samurai,,6:20,QdzJdI42cAk
Edhu Enna,Harish Ragavendar,,,4:58,NEwRrBsLPXk
Kadhal Yenbathu,Harish Ragavendar,,,5:25,xqdGY-E2ooU
Nenje Nenje,Harish Raghavan;Mahathi,Ayan,114.969,5:44,T5tDmD2U4kI
Engae Irunthai,Harish Raghavendra,,,5:09,GMX2DMGyXK8
Melliname,Harish Raghavendra,Shajahaan,91.936,5:26,I8nt30M15Ds
Poove Vai Pesum Pothu,Harish Raghavendra,,,5:49,1csxHsOSeEY
Adadaa Oru,Harris Jayaraj,,,3:47,gbWwRnXwRVY
Ennai Konjam,Harris Jayaraj,,,5:57,FrP_87ggU0k
Ondra Renda,Harris Jayaraj,Kaakha Kaakha,,5:07,Av6NpfF_yl0
Pudichirukku,Harris Jayaraj,,,5:04,T-XX38cUv4g
Uyirin Uyire,Harris Jayaraj,,,5:22,yul_JVWKgZE
Engeyum Kaadhal,Harris Jayaraj;Aalaap Raju;Devan Ekambaram;Ranina Reddy,Engeyum Kadhal (Original Motion Picture Soundtrack),119.958,5:31,yje_kx6vOB0
Vaan Engum Nee Minna,Harris Jayaraj;Aalaap Raju;Harini;Devan Ekambaram;Pravin Saivi;Madhan Karky,Endrendrum Punnagai (Original Motion Picture Soundtrack),116.025,4:24,Ism0k7k4pkU
Kaadhal Oru,Harris Jayaraj;Aalaap Raju;Hemachandra Vedala;Sunitha Sarathy,Oru Kal Oru Kannadi (Original Motion Picture Soundtrack),113.907,6:07,LM-ICgG09oY
Ennamo Yeadho,Harris Jayaraj;Aalaap Raju;Prashanthini;Emcee Jesz;Sri Charan;Madhan Karky,KO (Original Motion Picture Soundtrack),90.986,5:36,CTQvEx3ajJA
Unakkenna Venum Sollu,Harris Jayaraj;Benny Dayal;Mahathi;Thamarai,Yennai Arindhaal (Original Motion Picture Soundtrack),142.499,5:08,jIerm_0hCGI
Aathadi Aathadi,Harris Jayaraj;Bhavatharini;Tippu;Dhanush;Abhay Jodhpurkar;Vairamuthu,Anegan (Original Motion Picture Soundtrack),134.891,5:52,9uU58WcBYwA
Unakkul Naane,Harris Jayaraj;Bombay Jayashri,Patchai Kili Muthucharam (Original Motion Picture Soundtrack),112.994,4:41,_c0brrD96Bc
Yaaro Manathile,Harris Jayaraj;Bombay Jayashri;Krish,Dhaam Dhoom (Original Motion Picture Soundtrack),166.948,5:03,T_wJGHL3JjE
Nenjil Nenjil,Harris Jayaraj;Chinmayi;Harish Raghavendra;Madhan Karky,Engeyum Kadhal (Original Motion Picture Soundtrack),168.061,5:15,3r5ELckRJAs
Idhayathai Yedho Ondru,Harris Jayaraj;Chinmayi;Thamarai,Yennai Arindhaal (Original Motion Picture Soundtrack),131.969,3:55,xCQE1R07FwM
Vaarayo Vaarayo,Harris Jayaraj;Chinmayi;Unnikrishnan;Mega;Kabilan,Aadhavan (Original Motion Picture Soundtrack),103,5:16,O_ZEFugiGAw
Halena,Harris Jayaraj;Christopher Stanley;Abhay Jodhpurkar;Ujjayinee Roy;Madhan Karky,Iru Mugan (Original Motion Picture Soundtrack),147.949,4:48,1VGbZMl1oYw
Oh! Shanthi Shanthi,Harris Jayaraj;Clinton;S.P. Charan;Thamarai,Vaaranam Aayiram (Original Motion Picture Soundtrack),132.91,3:03,fm5a-mDFiPk
Yennai Arindhaal,Harris Jayaraj;Devan Ekambaram;Mark Thomas;Abhishek,Yennai Arindhaal (Original Motion Picture Soundtrack),116.014,5:46,eeqZD2ZSwb0
Nenjukkul Peidhidum,Harris Jayaraj;Hariharan;Devan Ekambaram;VV Prassanna;Thamarai,Vaaranam Aayiram (Original Motion Picture Soundtrack),115.01,6:09,M-gKOqiSB2c
Thodu Vaanam,Harris Jayaraj;Hariharan;Shakthisree Gopalan;Vairamuthu,Anegan (Original Motion Picture Soundtrack),136.899,5:15,it34xdsiicM
Ennai Saaithaalae,Harris Jayaraj;Hariharan;Shreya Ghoshal,Endrendrum Punnagai (Original Motion Picture Soundtrack),92.015,5:29,fQO-DXzcSgg
Arugil,Harris Jayaraj;Hariharan;Tanvi Shah,Dhruva Natchathiram (Original Motion Picture Soundtrack),109.961,3:58,TxQhX0N0oac
Manjal Veyil,Harris Jayaraj;Hariharan;Vijay;Nakkhul,Vettaiyaadu Vilaiyaadu (Original Motion Picture Soundtrack),119.978,5:53,1TT7bOxlorw
Anbe En Anbe,Harris Jayaraj;Harish Raghavendra,Dhaam Dhoom (Original Motion Picture Soundtrack),121.982,5:04,et0-Mh5UR58
Anbe Anbe,Harris Jayaraj;Harish Raghavendra;Harini,Ithu Kathirvelan Kadhal (Original Motion Picture Soundtrack),179.851,5:44,ZSOJ84sfDDs
Kaal Mulaitha Poovae,Harris Jayaraj;Javed Ali;Mahalakshmi Iyer;Nincy Vincent;Madhan Karky,Maattrraan (Original Motion Picture Soundtrack),113.973,5:30,ObyYPrbz-LE
Kalyaanam Thaan Kattikittu,Harris Jayaraj;KK;Yugendran;Srilekha Parthasarathy,Saamy (Original Motion Picture Soundtrack),78.003,5:02,epHvyyZoU60
Mun Andhi,Harris Jayaraj;Karthik;Megha;Na.Muthukumar,7 Aum Arivu (Original Motion Picture Soundtrack),136.962,6:16,O9Ma-SrEckU
Dhimu Dhimu,Harris Jayaraj;Karthik;Na.Muthukumar,Engeyum Kadhal (Original Motion Picture Soundtrack),93.418,5:29,e6zzo68QQYk
Lolita,Harris Jayaraj;Karthik;Prashanthini;Thamarai,Engeyum Kadhal (Original Motion Picture Soundtrack),107.013,5:10,h_YBZGaPl8M
Irumugan Settai,Harris Jayaraj;Kavithai Gundar Emcee Jesz;Steeve Vatz;MALIII,Iru Mugan (Original Motion Picture Soundtrack),114.013,4:05,_mCJI14R-VY
Thee Illai,Harris Jayaraj;Naresh Iyer;Mukesh;Gopal Rao;Mahathi;Ranina Reddy;Vaali,Engeyum Kadhal (Original Motion Picture Soundtrack),95.971,5:28,x_tkMp4Q4_Y
Mundhinam,Harris Jayaraj;Naresh Iyer;Prashanthini;Thamarai,Vaaranam Aayiram (Original Motion Picture Soundtrack),193.671,5:41,gypxTpsjIwc
Mudhal Mazhai,Harris Jayaraj;Prasanna;Hariharan;Mahathi,Bheema (Original Motion Picture Soundtrack),114.017,5:43,AVGZJHgH7tk
Ada Gada Gada,Harris Jayaraj;Premgi Amaren,Sathyam,106.984,5:01,7mII9TVWKuU
En Anbe,Harris Jayaraj;Sadhana Sargam;Benny Dayal;Yugabharathi,Sathyam (Original Motion Picture Soundtrack),90.049,6:07,WWEjBd6DK4Y
Yeno Yeno Panithuli,Harris Jayaraj;Shail Hada;Sudha Ragunathan;Andrea Jeremiah;Thamarai,Aadhavan (Original Motion Picture Soundtrack),106.996,5:12,x4sFf1arFv4
Kadhal Yaanai,Harris Jayaraj;Shankar Mahadevan;Harini,Anniyan (Original Motion Picture Soundtrack),104.919,5:45,XchnFp8KAK4
Annul Maelae,Harris Jayaraj;Sudha Ragunathan;Thamarai,Vaaranam Aayiram (Original Motion Picture Soundtrack),115.917,5:22,fh6_h3BEWLs
Idhuthaanaa,Harris Jayaraj;Thamarai;K. S. Chithra,Saamy (Original Motion Picture Soundtrack),100.076,5:19,nSzZk4-Akww
Kannai Vittu,Harris Jayaraj;Tippu;Pravin Saivi;Srimathumitha;Madhan Karky,Iru Mugan (Original Motion Picture Soundtrack),92.939,6:02,Q77bCBJ8Nvg
Paartha Mudhal,Harris Jayaraj;Unni Menon;Bombay Jayashri,Vettaiyaadu Vilaiyaadu (Original Motion Picture Soundtrack),108.013,6:06,J2gvpc0zo0M
Oorellaam Unnai Kandu,Harris Jayaraj;Unnikrishnan;Bombay Jayashri,Nannbenda (Original Motion Picture Soundtrack),99.989,4:56,CiaLjMhJ61o
Vaadi Pulla Vaadi,Hiphop Tamizha,Vaadi Pulla Vaadi,180.195,4:06,gg6nJSx9CO0
Kadhal Cricket (Love (Not Out)),Hiphop Tamizha;Kharesma Ravichandran,Thani Oruvan (Original Motion Picture Soundtrack),,3:34,VPzEQuX3Tvk
"Paisa Note (From ""Comali"")",Hiphop Tamizha;Pradeep Ranganathan;Mobin;Gana Kavi,"Paisa Note (From ""Comali"")",161.117,3:04,AZUY--EuBaM
"Aathadi (From ""Natpe Thunai"")",HiphopTamizha,,,3:28,sCRgpyw42q8
Azhage,HiphopTamizha,,,3:39,_pWbGagRWsY
Erangi Vandhu,HiphopTamizha,,,3:35,5q_PmsIWzWQ
Indru Netru Naalai,HiphopTamizha,,,3:06,ITzFSB9367w
Kadhal Oru Aagayam,HiphopTamizha,,,2:42,lOwLnk20tN0
Kannala Kannala (The Melting Point of Love),HiphopTamizha,,,3:36,za1hyGXWlRE
Kovai Gethu,HiphopTamizha,,,2:58,aZKz_wTFrSg
Meesaya Murukku,HiphopTamizha,,,3:43,3kfHArnP1v4
"Naan Konjam Karuppu Thaan (From ""Kaththi Sandai"")",HiphopTamizha,,,4:37,nX152dXaxHQ
Sakkarakatti,HiphopTamizha,,,3:10,FDnX9RNxIfk
"Single Pasanga (From ""Natpe Thunai"")",HiphopTamizha,,,3:45,JZUEaiYA9QU
Thani Oruvan (The Power of One),HiphopTamizha,,,3:50,MjDBfTbQ_18
Theemai Dhaan Vellum (Awakening the Monster),HiphopTamizha,,,3:33,fKH1C2JC_Yc
Vilambara Idaiveli,HiphopTamizha,,,4:34,K_VEjmk_Tmg
Aanaal,Ilaiyaraaja Official,,,2:19,IL8C3CeabFM
Enna Saththam Indha Neram,Ilaiyaraaja Official,,,4:19,an6IBTTwdNA
Ennai Thalatta Varuvala (Ilayaraja),Ilaiyaraaja Official,,,5:05,ehiCbLTIEaA
Illamai Etho Ehto,Ilaiyaraaja Official,,,5:50,5WYn4EttvQY
Kaatrai Konjam,Ilaiyaraaja Official,,,5:35,BUr2eNYcrAw
Karpoora Bommai,Ilaiyaraaja Official,,,4:53,cfOLbUiTtVQ
Mannil Indha,Ilaiyaraaja Official,,,4:19,SbKaWenqyow
Nilaave Vaa,Ilaiyaraaja Official,,,4:38,K_fN5yysMHg
"Ola Kudisaiyile (From ""Ore Oru Gramathiley"")",Ilaiyaraaja Official,,,4:32,kOhf2aZ2Fvs
Paavi Nenjae,Ilaiyaraaja Official,,,2:38,wMKbYQ7EAY4
Sangeetha Jathimullai,Ilaiyaraaja Official,,,6:54,2LEFgK4p8bQ
Sangeetha Megam,Ilaiyaraaja Official,,,4:26,tlvMFB4RWXo
Vaa Vaa Anbe,Ilaiyaraaja Official,,,5:07,mn9t5mzITcM
Vanthal Maghalakshmiye,Ilaiyaraaja Official,,,4:32,1rJUnFuoDOs
Yedhedho Ennam Valarthen,Ilaiyaraaja Official,,,4:25,o8AJsGjZvAI
Yethetho,Ilaiyaraaja Official,,,2:18,X_RZrmDsQY0
Raja Raja Chozhan,Ilaiyaraaja;K.J. Yesudas,Rettai Vaal Kuruvi (Original Motion Picture Soundtrack),,4:35,HyQvSZzBz_w
Sempoove Poove,Ilaiyaraaja;S. P. Balasubrahmanyam;K. S. Chithra,Sirai Chalai (Original Motion Picture Soundtrack),169.87,4:57,8uyAfq2gad8
Thenmadurai Vaigai Nadhi,Ilaiyaraaja;S. P. Balasubrahmanyam;P. Susheela;Malaysia Vasudevan,Dharmathin Thalaivan (Original Motion Picture Soundtrack),133.206,4:32,ASmkb3qeYt8
Sundari Kannal,Ishaan Dev,,,1:44,6oCJQF1JE3k
Kangal Irandal,James Vasanthan;Bellie Raj;Deepa Miriam;Thamarai,Subramaniapuram (Original Motion Picture Soundtrack),104.998,5:22,50Cy1YKg3RI
Oru Vetkam Varudhe,James Vasanthan;Naresh Iyer;Shreya Ghoshal,Pasanga (Original Motion Picture Soundtrack),96.993,5:57,Sb33V-Zjx7c
Nan pogiren,James Vasanthan;S. P. Balasubrahmanyam;K. S. Chithra;Thamarai,Naanayam (Original Motion Picture Soundtrack),91.853,6:32,fqAljCTdFyA
Siragugal,Javed Ali;Yuvan Shankar Raja;Madhushree;Pa. Vijay,Sarvam (Original Motion Picture Soundtrack),,5:22,MvtKgQpMj8Y
Chithirai Nilavu,Jayachandran;A.R. Rahman;Minmini;Na.Kamarasan,Vandicholai Chinnarasu (Original Motion Picture Soundtrack),84.151,4:48,K2Ygyt06Rpw
En Vaanilay,Jency Anthony,,,4:49,q9e9UMJiImI
"Kathal Oviyam (From ""Alaigal Oyvatillai"")",Jensy,,,4:38,MVk1uAe4U_c
Mayakkam enna Theme,Jeyasuriyaa Jeyakumar,,,2:10,vn3uJ6YPYXw
Mazhai Varum (Female),Joshua Sridhar,,,4:29,6xGyu3_JoMw
"Maya Maya [From ""Irugapatru""] (feat. Christopher Stanley & Padmapriya Raghavan)",Justin Prabhakaran;Karthik Netha,"Maya Maya [From ""Irugapatru""]",,4:11,hE_MxaE5C88
Adiyae Azhagae,Justin Prabhakaran;Sean Roldan;Padmalatha,Oru Naal Koothu (Original Motion Picture Soundtrack),79.999,4:49,4G4nWFGjoCU
Sandhikkatha Kangalil,K S Chithra,,,3:39,Nf1RcWyLaA0
Deivam Thantha,K. J. Yesudas,Aval Oru Thodarkathai (Original Motion Picture Soundtrack),90.274,4:37,X5xgvkleCVY
Senthazhampoovil,K. J. Yesudas,,,4:34,HKt5_bqNiF4
Unnai Thaney Thanjam,K. J. Yesudas,,,4:12,ETMZa9jb6kU
Thanthana Thanthana,K. J. Yesudas;Sadhana Sargam,Thavasi (Original Motion Picture Soundtrack),79.974,4:31,h34PmKNExEs
"Thanga Magan Indru Singanadai (From ""Baasha [Tamil]"")",K.J. Yesudas;K. S. Chithra,Hits Of Vairamuthu,,5:11,CRfY5_NDIKg
Kadhal Vanthathum,K.J.Jesudas,Poovellam Unn Vaasam,,5:35,ZDdXf0wu3t0
Lealakku Lealakku,K.K;sujatha,Aathi,,4:41,1rr8YSM5AZc
Mutham Mutham,KK;Mahalakshmi Iyer,12 B (Original Motion Picture Soundtrack),104.991,5:02,GvayoorAun4
Pattambuchi,KK;Rita Thyagarajan,Kavalan (Original Motion Picture Soundtrack),96.032,3:48,b_B9wovndjE
Injarango,Kamal Haasan;K. S. Chithra;Clinton Cerejo;Dominique Cerejo,Thenali,98.025,6:15,7iF3cY-t1HU
"Kanmani Anbodu Kadhalan (From ""Guna"")",Kamal Haasan;Vaali;S. Janaki;Ilaiyaraaja,Guna (Original Motion Picture Soundtrack),126.048,5:35,meYkc2jbioA
Sudupattadha,Kamal Hassan,Nala Dhamayanthi,,6:19,ydrEqU1y-pE
Aval Ulaghazhagi,Karthik,Lesa Lesa,176.977,5:09,IrigeM77rVI
En Jannalil Therivadhu,Karthik,Mozhi (Original Motion Picture Soundtrack),99.997,0:56,azLbPAPWzBU
Kan Pesum Varthaigal,Karthik,,,5:49,IavnF8pWJIc
Oru Maalai,Karthik,Ghajini (Original Motion Picture Soundtrack),111.981,5:54,7cO_n-T8RjE
Oru Ooril (Original Motion Soundtrack),Karthik,Kaakha Kaakha - The Police (Original Motion Picture),,4:40,OqfqCQyXRY4
Sada Sada,Karthik,Kavalan (Original Motion Picture Soundtrack),140.004,4:13,auB6br9WMPc
Ale Ale,"Karthik, Chitra, & Sivaraman",Boys,86.987,6:26,lmEL5Tf773U
Kavidhai Iravu,"Karthik, K.S. Chithra",Sullaan,,4:40,LE1bkZ7vk_U
Minnalgal Koothadum,Karthik;Bombay Jeyashree,Polladhavan (Orginal Motion Picture Soundtrack),110.052,6:49,xs-PmrCe8Xk
Unnaale Unnaale,Karthik;Krishh;Harini,Unnaale Unnaale (Original Motion Picture Soundtrack),101.058,4:43,DQ94bhlIJcU
Vizhi Moodi,Karthik;Prashanthini,Ayan,90.952,5:32,ZlRqAJpqj30
Yaaradu,Karthik;Suchithra,Kavalan (Original Motion Picture Soundtrack),97.032,4:25,zOZZGPM2UOE
Ilamai Ullaasam,Krish,,,2:11,HEbrwTZb3n0
Nanbane,Krish,,,4:14,2o93AQN1aDs
June Ponal,"Krish, Arun",Musical Years Of Kollywood,,6:02,1BFgdwrkp7M
Pallinginal Oru,L. R. Eswari,Vallavan Oruvan (Original Motion Picture Soundtrack),121.408,3:45,-nrnGjxOLA0
Avalukkenna,L. R. Eswari;T. M. Soundararajan,Server Sundaram,74.283,5:17,10rOyamaCUk
"En Pulse Yethitu Poriye (From ""Kavalai Vendam"")",Leon James,,,4:00,eNpZs1FZFXU
Kanne Kanne (Madras Gig),Leon James,,,3:52,QjDrX26rGps
"Un Kadhal Irundhal Podhum (From ""Kavalai Vendam"")",Leon James;Armaan Malik;Shashaa Tirupati,"Un Kadhal Irundhal Podhum (From ""Kavalai Vendam"")",,4:32,wS5iBECdwAY
Nee Tholaindhaayo,Leon James;Sid Sriram,Kavalai Vendam (Original Motion Picture Soundtrack),135.087,3:42,hUoy4KB3SHI
Yamunai Aatrile (feat. Nicky M),Luksimi Music Official,,,1:40,oet2v2_osxI
Unnakkenna Melae,M. S. Viswanathan,,,4:25,UICRjsrS7_Q
Enakkoru Kadhali,M. S. Viswanathan;S. P. Balasubrahmanyam,Muthana Muthallavo (Original Motion Picture Soundtrack),95.293,6:05,2_TwSypjxqM
Cinema Choopistha Mama,"M.M. Manasi, Malavika, Simha, and Mm Monisha",Race Gurram,92.713,4:30,kiCsar38OJo
Kan Rendum,M.S. Jones,,,2:55,XjJK1XUokbQ
Yaro Yarodi,Mahalakshmi Iyer;Vaishali;Richa Sharma,Alaipayuthey (Original Motion Picture Soundtrack),130.974,5:47,QYr1OLSm7Q8
Oru Thanga Radhathil,Malaysia Vasudevan,Dharma Yuddham (Original Motion Picture Soundtrack),119.372,4:26,8dSCb_4sAIQ
Thanga Changili,Malaysia Vasudevan;S. Janaki;Vairamuthu,Thooral Ninnu Pochu (Original Motion Picture Soundtrack),88.097,3:59,Gd2P_ONH338
Nee Mutham Onu Kodutha,Mani Sharma,,,4:26,l1Kbv2hR_JU
"Ada All Thotta Boopathi (From ""Youth"")",Mani Sharma;Kabilan;Shankar Mahadevan,Youth (Original Motion Picture Soundtrack),77,4:55,isrA3IXptPI
Hey Vetri Velaa,Mani Sharma;Naveen;Ranjith Govind;Pa. Vijay,Padikkathavan (Original Motion Picture Soundtrack),80.012,4:44,_WsDebtRCVU
Hey Rosu Rosu,Mani Sharma;Ranjith Govind;Jaey,Padikkathavan (Original Motion Picture Soundtrack),105.008,4:53,195YLBjhTHs
Aruva Meesai,Manikka Vinayagam,,,4:45,P1UHdh0ys4I
Theradi Veeethiyil Devathai,Manikka Vinayagam,,,4:56,l6R6MGqRAec
Aathangarai Maramea Adhil (Original Motion Picture Soundtrack),Mano,,,4:53,L7FCeRIyC8g
Pogiren,Mugen Rao;Prashan Sean,Pogiren,142.032,4:03,PYpHtsBoLS8
Mayilirage (Extended Version),Musicx Paradise,,,4:34,seoMrmuRK_E
Selling Dope,NA,Pudhupettai,,3:18,o1emGUJEqlM
Varriyaa - Night Life,Narayan,,,3:29,eTKAQQmBzMQ
Munbe Vaa,Naresh Iyer;Shreya Ghoshal,Sillunu Oru Kadhal,,5:58,_Z6wxp-WPjw
Mercury Poove,Nideesh Gopalan,,,4:37,iRbRFJJRpzo
Enadhuyire,Nikkil Mathew,,,4:45,IMya4fcvDiY
Thathi Thathi,Nincy Vincent,,,4:43,_9AFWQBx_sc
Kannuodu Kaanbadhalam,Nithya Sree,Jeans (Original Motion Picture Soundtrack),,5:10,QCBRrOKsiH8
Innisai Paadivarum,P Unnikrishnan Official,,,4:55,TXYkeitUDO8
Mainave Mainave,P Unnikrishnan Official,,,4:50,wujQCerYaXo
Mazhai Mazhai,P Unnikrishnan Official,,,4:56,z95_RF11RlU
Roja Poonthottam,P Unnikrishnan Official,,,4:52,N2gjtl8TXPY
Veesum Kaatrukku,P Unnikrishnan Official,,,5:00,8JdSNpGjEZI
Verenna (ivan Yaro),P Unnikrishnan Official,,,5:25,NivQ_dJVkbk
